time_element,username,post_text,thread_page,post_text_cleaned
4:21:00 PM,RaiderRam,  Time To Win said:       Kittley sucks on 4th down calls    Click to expand...  Receiver was open for a first down. QB threw it into swinging arms.,5,Receiver was open for a first down. QB threw it into swinging arms.
4:21:00 PM,RedRaider2014,Someone hold me,5,Someone hold me
4:21:00 PM,NoGood1989,  ttuboat said:       That’s a dumb one to criticize. FGs aren’t gonna win this game.    Click to expand...  If the defense doesn’t stop sucking balls you’re right,5,If the defense doesn’t stop sucking balls you’re right
4:21:00 PM,techsan111,Kittley before every game:    ,6,Kittley before every game:
4:22:00 PM,Guardians4312,My god. That’s an absolutely easy call to go for that on 4th and 1. Play call wasn’t bad at all either. Back to being soft as shit from everyone here,6,My god. That’s an absolutely easy call to go for that on 4th and 1. Play call wasn’t bad at all either. Back to being soft as shit from everyone here
4:22:00 PM,KRaider,"  Centex48 said:       Oh God, this game’s going to hurt. Isn’t it?    Click to expand...     ",6,
4:22:00 PM,Centex48,Kittley loves being down on the scoreboard because then he can justify not giving Tahj carries.,6,Kittley loves being down on the scoreboard because then he can justify not giving Tahj carries.
4:22:00 PM,redraider2007,"  NoGood1989 said:       kick the god damn FG    Click to expand...     Bluefalcon69 said:       take the fvcking points, Joey    Click to expand...  Nah. That makes too much sense. Analytics, guys!",6,"Bluefalcon69 said: take the fvcking points, Joey Click to expand... Nah. That makes too much sense. Analytics, guys!"
4:22:00 PM,mxraider,"We’re at a point we have to beg and pray the defense scores, and they have done that all year.",6,"We’re at a point we have to beg and pray the defense scores, and they have done that all year."
4:22:00 PM,DWDJR,We aren’t blaming the coaches on that. We are blaming Brooks for dancing on third down. Going for it was the correct decision. Maybe we could have ran it again but whatever. He was open for 6.,6,We aren’t blaming the coaches on that. We are blaming Brooks for dancing on third down. Going for it was the correct decision. Maybe we could have ran it again but whatever. He was open for 6.
4:22:00 PM,raiderfan77,Our coaches make absolute moronic decisions.,6,Our coaches make absolute moronic decisions.
4:23:00 PM,Guardians4312,  AustinRaider6 said:       I’ve never seen a more predictable offense in my entire life.    Click to expand...  This is the most common statement said by any fan who has no idea what they are talking about.   Predictable would’ve been running it with Brooks. That was not a predictable play call.,6,This is the most common statement said by any fan who has no idea what they are talking about. Predictable would’ve been running it with Brooks. That was not a predictable play call.
4:23:00 PM,Froda,That had nothing to do with kittley. Brooks ran around the end for some reason. Then a good play made. Guys were wide open.,6,That had nothing to do with kittley. Brooks ran around the end for some reason. Then a good play made. Guys were wide open.
4:23:00 PM,OGRaiderRed,  ttuboat said:       That’s a dumb one to criticize. FGs aren’t gonna win this game.    Click to expand...  It was one drive for UCF. You take the points,6,It was one drive for UCF. You take the points
4:23:00 PM,Jordon232,Banks is going to be a dude!,6,Banks is going to be a dude!
4:23:00 PM,Time To Win,Turnover time!,6,Turnover time!
4:23:00 PM,TechRocks,"  Whiterock H0rn said:       Two guys wide open, and the ball is batted down.    Click to expand...   Wonder how well Morton sees the field. He seems to lock in on his 1st option.",6,Wonder how well Morton sees the field. He seems to lock in on his 1st option.
4:23:00 PM,wreckemtech5,Nice job spy,6,Nice job spy
4:23:00 PM,JustinH2006,Running QBs man.,6,Running QBs man.
4:23:00 PM,kdixon81,I just can’t get behind not taking points early in the game.  Stupid,6,I just can’t get behind not taking points early in the game. Stupid
4:23:00 PM,jbryanford,Linebacker has got to break down and make that tackle....,6,Linebacker has got to break down and make that tackle....
4:23:00 PM,Time To Win,Wtf was Rodriquez doing,6,Wtf was Rodriquez doing
4:23:00 PM,raiderade1180,Our defense is going to have their hands full today,6,Our defense is going to have their hands full today
4:24:00 PM,techsan111,#10 with the worst angle ever letting UCF QB run for a 1st.  We’re about to get blown out. The defense has no showed here.,6,#10 with the worst angle ever letting UCF QB run for a 1st. We’re about to get blown out. The defense has no showed here.
4:24:00 PM,Redraider3403,Roberts was buns there,6,Roberts was buns there
4:24:00 PM,jtpmd46,This game is over,6,This game is over
4:24:00 PM,J25TxTech,"They weren't even lined up on the 4th. If we run it, we get it.",6,"They weren't even lined up on the 4th. If we run it, we get it."
4:24:00 PM,mxraider,Anything they want whenever they want it. They are going to run for 300 yards.,6,Anything they want whenever they want it. They are going to run for 300 yards.
4:24:00 PM,Jordon232,We need more athletic linebackers. we got dudes being blocked 10 yards down field this is ridiculous.,6,We need more athletic linebackers. we got dudes being blocked 10 yards down field this is ridiculous.
4:24:00 PM,ttuboat,You know the saying “styles make fights”? This style is our Achilles heel.,6,You know the saying “styles make fights”? This style is our Achilles heel.
4:24:00 PM,CactusOnTheBrazos,Over pursuit and we miss a tackle. Why cant this staff fix that?,6,Over pursuit and we miss a tackle. Why cant this staff fix that?
4:24:00 PM,ronerich,Our defense looks like complete shit thus far.,6,Our defense looks like complete shit thus far.
4:24:00 PM,wreckedraider07,Gonna get out ass blown off here today it would appear,6,Gonna get out ass blown off here today it would appear
4:24:00 PM,ttuboat,  OGRaiderRed said:       It was one drive for UCF. You take the points    Click to expand...  Nah,6,Nah
4:24:00 PM,aliefallstar,Plumlee going nuclear today,6,Plumlee going nuclear today
4:25:00 PM,Centex48,I’m so envious of Malzahn & Plumlee’s offense.,6,I’m so envious of Malzahn & Plumlee’s offense.
4:25:00 PM,aybuddy777,They look so much faster than us. Our angles are awful.,6,They look so much faster than us. Our angles are awful.
4:26:00 PM,ttuboat,Man I feel like we dodged a DPI there but I’ll take it,6,Man I feel like we dodged a DPI there but I’ll take it
4:26:00 PM,jbryanford,I want to thank their coaches for not running on second down.... or third.,6,I want to thank their coaches for not running on second down.... or third.
4:26:00 PM,J. Ramirez,Xavier White returning punts tonight in Price’s absence it seems,6,Xavier White returning punts tonight in Price’s absence it seems
4:26:00 PM,aliefallstar,Luckily they Kittley’ed that drive.,6,Luckily they Kittley’ed that drive.
4:26:00 PM,DWDJR,We’re fine. One terrible angle by Rodriguez that series but we won every other snap.   Now go score.,6,We’re fine. One terrible angle by Rodriguez that series but we won every other snap. Now go score.
4:26:00 PM,Rolf C,Defense holds! Let's gooooo!,6,Defense holds! Let's gooooo!
4:26:00 PM,SwampRayder,Lucky the guy dropped it.,7,Lucky the guy dropped it.
4:26:00 PM,Time To Win,Lucky no PI,7,Lucky no PI
4:26:00 PM,J. Apodaca,Dunlap breaks up a vertical route on a 3rd & 8 and Tech gets off the field. Punt rolls out at the TTU 18.UCF 7 | TTU 0 1Q 7:16,7,Dunlap breaks up a vertical route on a 3rd & 8 and Tech gets off the field. Punt rolls out at the TTU 18.UCF 7 | TTU 0 1Q 7:16
4:26:00 PM,AustinRaider6,"  Guardians4312 said:       My god. That’s an absolutely easy call to go for that on 4th and 1. Play call wasn’t bad at all either. Back to being soft as shit from everyone here    Click to expand...  Lol stop shilling my man.    Everyone in the entire world knew a run was coming on 3rd down.  When we lined up in the same formation on 4th down everyone also knew “hmm they probably won’t run the same play twice in a row, right after that got stuffed.  Watch the fake”. And sure enough.    Those two play calls were so predictable a person following the game in braille would have known they were coming.",7,"Lol stop shilling my man. Everyone in the entire world knew a run was coming on 3rd down. When we lined up in the same formation on 4th down everyone also knew “hmm they probably won’t run the same play twice in a row, right after that got stuffed. Watch the fake”. And sure enough. Those two play calls were so predictable a person following the game in braille would have known they were coming."
4:26:00 PM,jopritch,UCF sucks.,7,UCF sucks.
4:27:00 PM,chaseallen_44,Is a blind dog operating this camera lmao,7,Is a blind dog operating this camera lmao
4:27:00 PM,mxraider,"  aybuddy777 said:       They look so much faster than us. Our angles are awful.    Click to expand...  We aren’t a fast team, at all.",7,"We aren’t a fast team, at all."
4:27:00 PM,jbryanford,  ttuboat said:       Man I feel like we dodged a DPI there but I’ll take it    Click to expand...  That would have been SUPER soft.... a better receiver makes the play.,7,That would have been SUPER soft.... a better receiver makes the play.
4:27:00 PM,CactusOnTheBrazos,Props to the defense for bailing out Joey and Zach’s ignorance.,7,Props to the defense for bailing out Joey and Zach’s ignorance.
4:27:00 PM,AustinRaider6,"  Guardians4312 said:       This is the most common statement said by any fan who has no idea what they are talking about.  Predictable would’ve been running it with Brooks. That was not a predictable play call.    Click to expand...  See my above post.  Stop shilling for kittley man.  It looks bad.  Everyone knew we weren’t about to run that play twice in a row after it got stuffed, and to watch the fake.  Your post is pure gibberish.",7,"See my above post. Stop shilling for kittley man. It looks bad. Everyone knew we weren’t about to run that play twice in a row after it got stuffed, and to watch the fake. Your post is pure gibberish."
4:27:00 PM,JustinH2006,"  aybuddy777 said:       They look so much faster than us. Our angles are awful.    Click to expand...  They have some speed at receiver. I know it's fun to dog on them as a directional school, but they have some talent coming in next year at WR if memory serves correct. I believe at one time they had higher rated skill players than UF.",7,"They have some speed at receiver. I know it's fun to dog on them as a directional school, but they have some talent coming in next year at WR if memory serves correct. I believe at one time they had higher rated skill players than UF."
4:28:00 PM,Centex48,"  ttuboat said:       Man I feel like we dodged a DPI there but I’ll take it    Click to expand...  Our corners refuse to play the ball. They just face guard & hold, and then celebrate if they’re lucky enough not to get called.",7,"Our corners refuse to play the ball. They just face guard & hold, and then celebrate if they’re lucky enough not to get called."
4:28:00 PM,Time To Win,  chaseallen_44 said:       Is a blind dog operating this camera lmao    Click to expand...  Intern,7,Intern
4:28:00 PM,MacRed,"  JustinH2006 said:       They have some speed at receiver. I know it's fun to dog on them as a directional school, but they have some talent coming in next year at WR if memory serves correct. I believe at one time they had higher rated skill players than UF.    Click to expand...  Like it or not, UCF is about to be a really good program.  Like contender in the Big 12 good.",7,"Like it or not, UCF is about to be a really good program. Like contender in the Big 12 good."
4:28:00 PM,jbryanford,"Ok, let's settle down... settle into this game... and go score a TD. Make them show they can stop Brooks this time.. .he isn't going to hit the wrong hole most of the time.",7,"Ok, let's settle down... settle into this game... and go score a TD. Make them show they can stop Brooks this time.. .he isn't going to hit the wrong hole most of the time."
