time_element,username,post_text,thread_page
4:32 PM,jbryanford,What the hell was that Morton?   You can't decide where you are throwing on 4th down before the play is snapped.   Ugh.,8
4:32 PM,GrimTrader,Stupid play call and even dumber pass short of the first down anyways.,8
4:32 PM,Guardians4312,Now THAT is a bad play call on 4th down,8
4:32 PM,jopritch,Idk why you throw it 2 yards in 4th and 4.,8
4:32 PM,VivaTerlingua,Gotdam we suck at converting 3rd and 4th downs.,8
4:33 PM,Bluefalcon69,"just an astonishingly bad play, call, even with a catch it’s turnover on down",8
4:33 PM,raiderlex,Horrendous play calls. What a joke. Not even trying.,8
4:33 PM,koman1,Wow ….. making it easy for CF  Take the points,8
4:33 PM,ronerich,  Techbassn said:       Can we stop with the tempo crap    Click to expand...   Came to post this.  So often we hurry so much that we have OL busts that kills the play and wastes a down.  I would love to see the success/fail rate of those rushed plays.,8
4:33 PM,OGRaiderRed,"Pass well short of the sticks on 4th.   Guys take in the beauty of how incompetent highly paid, highly thought of people can truly be",8
4:33 PM,SwampRayder,Don’t waste first down and that’s a different drive. Kittley AND McGuire are not good coaches.,8
4:33 PM,Centex48,"Through 2 drives each, we have more yards than UCF and also two turnovers on down. Unreal 😂",8
4:33 PM,raiderade1180,Somebody tell coach we have a placekicker,8
4:33 PM,Time To Win,Juice needs to call plays that was beyond stupid.,8
4:33 PM,TxTech08,Blame Kittley all you want but outside of Brooks these players just don't make plays.,8
4:33 PM,AustinRaider6,"White, of all people, messing that drive up is crazy",8
4:33 PM,4RunnerRaider,Well this isn’t going well,8
4:33 PM,GunsUp5,That wasn’t even going to make the LTG!!! Stupid call,8
4:33 PM,wreckedraider07,  Centex48 said:       46 yard run and then we hurry up offense to give it to the tired guy who just ran… why?    Click to expand...  Amateur hour,8
4:33 PM,techsan111,We really ran a 2 yard slant on 4th and 4 😂,8
4:33 PM,wreckem1959,Defense needs to get a turnover. Play calls are questionable,8
4:33 PM,aliefallstar,That one wasn’t a bad call to go for it. Just horrible play call & execution.,8
4:33 PM,hawkspur,Zach Kittley is ****ing terrible.  What the ****.,8
4:33 PM,TexasOL05,i would literally do anything to have zach kittley quit his job at halftime,8
4:33 PM,Froda,Again. Player execution failed that drive. Unfortunate drop by White.,8
4:33 PM,FloydadaRaider,F this decision making.,8
4:33 PM,ringo,6 pts off the board,9
4:33 PM,J. Apodaca,That play call was quite possibly the worst of the year.  ,9
4:33 PM,RaiderRedTTU,Did analytics tell us to run a route 2 yards short of the first down marker in fourth down?,9
4:33 PM,jtpmd46,What a dumba** play.   Didn’t even pass it past the line of scrimmage!,9
4:33 PM,mxraider,throwing the ball 3 yards short of the line to gain and into double coverage on 4th and 4 is so perfect.    ,9
4:33 PM,CYoung512,That was a really bad route by Bradley,9
4:33 PM,chaseallen_44,Can we please take the damn points.,9
4:33 PM,TechRocks,"White fricking drops it and then Morton with a stupid throw that had zero chance of a first down. Mistakes, mistakes, mistakes.",9
4:33 PM,WelkerforPresident,not sure why any Top RB prospect would want to come play for Kittley.,9
4:33 PM,redraider15,"Should be 7-6, but analytics.",9
4:33 PM,CactusOnTheBrazos,"Juice needs to go with Kittley. WR’s have struggled to get open all year, they’ve dropped a ridiculous amount of balls, they are slow, and they have poor awareness when the QB is scrambling.",9
4:34 PM,Dabox23,Did Kittley forget it was 4th down? Your routes need to at least be past the marker unless it’s quick throw.,9
4:34 PM,GunsUp5,  NYRaider said:       Why the **** are we throwing short of the sticks on 4th and 4?    Click to expand...  100000% and that is coaching!,9
4:34 PM,NYRaider,The first down handoff to Tahj not 20 seconds after he had just went for 50 was also hilariously dumb.,9
4:34 PM,SwampRayder,  alamoraider said:       Why do we run the same hurry up play every time after a big play?    Click to expand...  because we have the same terrible coaches,9
4:34 PM,ringo,  Froda said:       Again. Player execution failed that drive. Unfortunate drop by White.    Click to expand...  You still need to take the points.,9
4:34 PM,twooth,"Run your route to the f***ing 1st down marker you idiot, it was way short route. Been doing this chit all year.",9
4:34 PM,RaiderRam,We are playing great. Offense is gonna start scoring soon.,9
4:34 PM,CharcoalCody,"  Centex48 said:       46 yard run and then we hurry up offense to give it to the tired guy who just ran… why?    Click to expand...  If we pick up to many yards on 1st down, then it's too hard to get to 4-and-makeable.    ",9
4:34 PM,AustinRaider6,"  Guardians4312 said:       Not shilling whatsoever. Every fan thinks they would’ve made the right call cause they have hindsight. It’s just sad. I’ve been critical of him too but that wasn’t a predictable play call.    Click to expand...  There’s a difference between myself thinking I could do better than Kittley, and believing Kittley is not doing a good job.",9
4:34 PM,AtlanticBeachRaider,The hurry up and get stuffed for no gain or a loss on 1st down after a big play never seems to f’n work.  Never,9
4:34 PM,Mtterrell,It’s more infuriating to watch the abysmal play calling in person.  Fml,9
4:34 PM,Matador Z,Has anyone commented on the 4th down play calling yet?,9
4:34 PM,Bluefalcon69,I’m honestly ready for this season to just be over,9
4:34 PM,MJRaider,Double potato between Kittley and Morton there,9
4:34 PM,jtpmd46,2 field goals…score 7-6.,9
4:34 PM,applejax,What the f*** kind of play is that? On 4th down?,9
4:34 PM,Tech Addict 06,This offense is   ,9
4:34 PM,teezer2,Offensive coaching not getting any better.,9
4:34 PM,Malcolm1990,I am ready to crawl into a hole now.,9
4:34 PM,MrLobster420,  ,9
4:34 PM,Hammerof1God,I'm not doing this to myself.,9
4:34 PM,aliefallstar,"  MacRed said:       Like it or not, UCF is about to be a really good program.  Like contender in the Big 12 good.    Click to expand...   I agree. They’re the best addition to the conference.   They’ll be in the running most years IMO",9
4:34 PM,TxTech08,  SwampRayder said:       Don’t waste first down and that’s a different drive. Kittley AND McGuire are not good coaches.    Click to expand...  Remind me how either of those guys missed the gap on the first drive or dropped the pass on the 2nd?,9
4:35 PM,TTwin,I see Joey forgot to bring his brain today.  We should have 6 points.  Instead he believes in wonderkid who fails miserably,9
4:35 PM,CactusOnTheBrazos,"  TechRocks said:       White fricking drops it and then Morton with a stupid throw that had zero chance of a first down. Mistakes, mistakes, mistakes.    Click to expand...  Falls on the staff for failing to correct these reoccurring issues.",9
4:35 PM,Used2BScooterTX,"Don’t worry, yall, one day our players will be so much better than the competition that all these terrible coaching decisions won’t even matter",9
4:35 PM,GrimTrader,  techsan111 said:       We really ran a 2 yard slant on 4th and 4 😂    Click to expand...  Was it even a slant? Looked like it could have been a curl which is even worse.,9
4:35 PM,TheSunshineScooter,Bowl eligibility is overrated.,9
4:35 PM,bscarbo,Two 4th and shorts in the red zone and you PASS! Makes ZERO sense with Tahj in the backfield.,9
4:35 PM,MJ Red Raider,Who needs points right.  They're over rated in tackle football contests.  Bet they drop their chinies here and get scored on again.,10
4:35 PM,techsan111,  alamoraider said:       Why do we run the same hurry up play every time after a big play?    Click to expand...  Pretty sure Kittley has brain damage,10
4:35 PM,MacRed,"I’m convinced Kittley’s passing system just doesn’t work at a big boy level.  It worked at WKU sure, when you’ve got Zapp and enough speed.  But these little short hitches and bubble routes ain’t gonna work here.   So anyways, bout to be down 14 on senior day…",10
4:35 PM,Spammage,Zach Kittley is ****ing retarded.,10
4:35 PM,TechRocks,White just blew a routine pass. W need to execute the routine which were having trouble doing.,10
4:35 PM,jkolb,Bradley is legitimately my least favorite tech football player of all time.,10
4:35 PM,redraider2007,  chaseallen_44 said:       Can we please take the damn points.    Click to expand...  Absolutely not,10
4:35 PM,KRaider,Feel sorry for the players working their tails off for nothing because of stupid decisions by the coaches.,10
4:35 PM,chaseallen_44,  NYRaider said:       The first down handoff to Tahj not 20 seconds after he had just went for 50 was also hilariously dumb.    Click to expand...    Could see that coming a million miles away.,10
4:36 PM,Estebanito,"  CactusOnTheBrazos said:       Juice needs to go with Kittley. WR’s have struggled to get open all year, they’ve dropped a ridiculous amount of balls, they are slow, and they have poor awareness when the QB is scrambling.    Click to expand...   But But But RRS staff said he was an upgrade!!!!",10
4:36 PM,JustinH2006,WTG Defense!,10
4:36 PM,wdespain11,Lol if you think kittley called a 2 yard route on 4th and 4 you are an idiot. That was on the players. I don’t agree with all his play calls but you gotta trust the players to execute,10
4:36 PM,NYRaider,  chaseallen_44 said:       Could see that coming a million miles away.    Click to expand...  Got burned on both drives with the tempo bullshit after a big play.,10
4:36 PM,CumberlandBlues,It wouldn’t come down to bad play calling if sr WR makes an easy catch on 3rd down on a great play call. Just not a good team both players and staff this year.,10
4:36 PM,OGRaiderRed,"  aliefallstar said:       That one wasn’t a bad call to go for it. Just horrible play call & execution.    Click to expand...  Normally I’d agree. But when going for it gives Kittley a chance to call a play, it becomes a horrible call to go for it",10
4:36 PM,kreed07,Take the points,10
4:37 PM,wreckem1959,Imagine utilizing their tight ends,10
4:37 PM,TTwin,  NYRaider said:       The first down handoff to Tahj not 20 seconds after he had just went for 50 was also hilariously dumb.    Click to expand...  Exactly.  Stop the ****ing hurry up,10
4:37 PM,Path Man,"  NYRaider said:       The first down handoff to Tahj not 20 seconds after he had just went for 50 was also hilariously dumb.    Click to expand...  Don’t recall a single successful play going hurry up, at least from our guys.",10
4:37 PM,Jordon232,Why do we keep putting our ends in coverage I don’t get it,10
4:37 PM,chaseallen_44,Thank god.,10
4:37 PM,rimbo74,Man we aren’t prepared and making dumb ass mistakes. This team is frustrating.,10
4:37 PM,jbryanford,76 was holding also....,10
4:38 PM,TTwin,Hopefully Kittley gets hired away tonight,10
4:38 PM,Froda,  ringo said:       You still need to take the points.    Click to expand...  No argument from me there.,10
4:38 PM,JustinH2006,"  TTwin said:       Exactly.  Stop the ****ing hurry up    Click to expand...  Bingo. Seems like other teams that do the hurry up get yards, Tech's players look confused d/t miscommunication or something.",10
4:38 PM,SwampRayder,Wait isn’t holding a 10 yard penalty? Why is 3rd and 8?,10
4:38 PM,Guardians4312,Is holding no longer a 10 yard penalty?,10
4:38 PM,TylerHolloway,I like the thought behind tempo. But running HB dive every single time is a 2 yard loss and 1 less down every single time. Geez.   And then throw into double coverage on 4th 2 yards short of sticks after dropping a potential TD on 3rd. Geez.,10
4:39 PM,tbp59,spot foul downfield,10
4:39 PM,Mtterrell,"God, we suck….",10
4:39 PM,GrimTrader,  wdespain11 said:       Lol if you think kittley called a 2 yard route on 4th and 4 you are an idiot. That was on the players. I don’t agree with all his play calls but you gotta trust the players to execute    Click to expand...  What makes you think Kittley wouldn't call something that stupid? From my perspective  it's at best even money that Kittley would call something that dumb.,10
4:39 PM,chaseallen_44,  Guardians4312 said:       Is holding no longer a 10 yard penalty?    Click to expand...  Think it was from where it occurred.,10
4:39 PM,KRaider,  CumberlandBlues said:       It wouldn’t come down to bad play calling if sr WR makes an easy catch on 3rd down on a great play call. Just not a good team both players and staff this year.    Click to expand...  Unfortunately only one of the two will improve next season.,10
4:39 PM,SwampRayder,Lux is awful.,10
4:39 PM,tbp59,we cannot stop third and long,10
4:39 PM,GunsUp5,"Never, ever get pressure!",10
4:40 PM,Froda,Lux is getting eaten up.,10
4:40 PM,NoGood1989,God damn 3rd and long d,10
4:40 PM,Redraider3403,"Long third down, throw a slant…we have no idea how to stop it.",10
4:40 PM,ConjugalVisits,You guys remember when we use to have 4 QB’s and 12 receivers who could execute a timing route?,11
4:40 PM,VivaTerlingua,Can we for fux sake cover the pass??,11
4:40 PM,raiderlex,Defense looks like deer in headlights out there. Nobody has a clue.,11
4:40 PM,Dynomite Dolemite,  Spammage said:       Zach Kittley is ****ing retarded.    Click to expand...   We are outclassed on offense every single game.,11
4:40 PM,aliefallstar,So jealous of teams that run normal progressions in the passing game.,11
