time_element,username,post_text,thread_page,post_text_cleaned,Sentiment
6:55 PM,strive247,Cant stop when the corner wont let go of your arm. BS,5,Cant stop when the corner wont let go of your arm. BS,negative
6:55 PM,Horton570,"Honestly, the pass was so bad, its hard to call for PI on that.",5,"Honestly, the pass was so bad, its hard to call for PI on that.",negative
6:55 PM,Chrome21,"  rljones7 said:       Its early but I still dont think Morton is the answer.  When he gets pressure he bails, mechanics and footwork got to shit and his accuracy drops in half.    Click to expand...  He's really not. His stats are way above the player he is.",5,He's really not. His stats are way above the player he is.,positive
6:55 PM,JoeFlop,"Scared playcalling with a dash of ""going away from our strength""",5,"Scared playcalling with a dash of ""going away from our strength""",negative
6:55 PM,Estebanito,  TechRocks said:       Would like to see an occasional pass over the middle.    Click to expand...   You won't,5, You won't,none
6:55 PM,raiderlex,"Joey gave that ref an earful. I knew the officiating would kick in, but I didn't think it'd be this dang early.",5,"Joey gave that ref an earful. I knew the officiating would kick in, but I didn't think it'd be this dang early.",negative
6:55 PM,jbryanford,First drive was not optimal.   Tech players of the past certainly would have been flagged fifteen yards for the amount of celebration the Longhorn did after the incompletion on third down.,5,First drive was not optimal.   Tech players of the past certainly would have been flagged fifteen yards for the amount of celebration the Longhorn did after the incompletion on third down.,negative
6:55 PM,TexasOL05,this game is going to take 7 excruciating hours,5,this game is going to take 7 excruciating hours,negative
6:55 PM,ronerich,"  NYRaider said:       So much for us getting any calls tonight.    Click to expand...   Example #1 of the officials not calling penalties against the longhorns.  Joey is lighting these f'ers up, as he should.  Not only did Mohammed PI against CE, but he also was taunting the sideline.  One should have been called.  Both/either could have been called.",5," Example #1 of the officials not calling penalties against the longhorns.  Joey is lighting these f'ers up, as he should.  Not only did Mohammed PI against CE, but he also was taunting the sideline.  One should have been called.  Both/either could have been called.",negative
6:55 PM,jkolb,"  rljones7 said:       Its early but I still dont think Morton is the answer.  When he gets pressure he bails, mechanics and footwork got to shit and his accuracy drops in half.    Click to expand...  Hes a sophomore with a bum throwing shoulder. Nobody knows what he is or isnt yet. But I know we play pretty good when he finishes the game.",5,Hes a sophomore with a bum throwing shoulder. Nobody knows what he is or isnt yet. But I know we play pretty good when he finishes the game.,positive
6:55 PM,RaiderSmoke,I hate ut,5,I hate ut,negative
6:55 PM,SoCal Raider,  rabidraider02 said:       How tF was that not pi    Click to expand...  It was PI all GD day.....just like it always is with those gutless corrupt refs in that phuckin stadium.,5,It was PI all GD day.....just like it always is with those gutless corrupt refs in that phuckin stadium.,negative
6:56 PM,PTBSLC,"One drive into the game and its Kittley sucks and Behren isnt the guy.    Never change, RRS.",5,"One drive into the game and its Kittley sucks and Behren isnt the guy.    Never change, RRS.",negative
6:56 PM,Bettycawkder,  RaiderTim said:       Attack the middle of the field.    Click to expand...   Good luck.,5, Good luck.,positive
6:56 PM,bryan_redraider,ESPN wont show knotts getting hurt likely a dirty longhorn POS play,5,ESPN wont show knotts getting hurt likely a dirty longhorn POS play,negative
6:56 PM,NYRaider,Im excited to see what chippy bullshit that got let go and led to our long snapper being injured.,5,Im excited to see what chippy bullshit that got let go and led to our long snapper being injured.,negative
6:56 PM,TTU15Fan,"  rljones7 said:       Its early but I still dont think Morton is the answer.  When he gets pressure he bails, mechanics and footwork got to shit and his accuracy drops in half.    Click to expand...  We dont know thats on Morton. Could be a miscommunication.",5,We dont know thats on Morton. Could be a miscommunication.,neutral
6:56 PM,GunsUp5,"  Saltraider said:       I hate Kittley.  No matter what happens, I simply cannot understand the guy.    Click to expand...  Yep. I get we have won 3 in a row but our offense scheme is straight up GARBAGE and frankly has been for 2 years",5,Yep. I get we have won 3 in a row but our offense scheme is straight up GARBAGE and frankly has been for 2 years,negative
6:56 PM,rljones7,  kreed07 said:       Yep it was a bad no call for PI and then taunting. Joey should be all over that refs face    Click to expand...   Joey ran down the sideline and the ref who should have call the hold / PI just smiled in his face.,5, Joey ran down the sideline and the ref who should have call the hold / PI just smiled in his face.,negative
6:56 PM,Redraider3403,Basketball game might end before Tech gets the ball again.,5,Basketball game might end before Tech gets the ball again.,negative
6:56 PM,DFWRaider2,  Pete_Cawthon said:       Best RB in the country and we dont use him    Click to expand...   It pisses me off.  Pretty good TEs too and they dont get used.,5, It pisses me off.  Pretty good TEs too and they dont get used.,negative
6:56 PM,GrimTrader,"  JoeFlop said:       Scared playcalling with a dash of ""going away from our strength""    Click to expand...  Exactly, I would have loved for Kittley to try and run it down their throats the first drive. Of course he concedes immediately to their defense by not calling a single run play.",5,"Exactly, I would have loved for Kittley to try and run it down their throats the first drive. Of course he concedes immediately to their defense by not calling a single run play.",negative
6:56 PM,J. Ramirez,BJ jordan gets the start at STAR.  Lux and Dunlap starting corners tonight,5,BJ jordan gets the start at STAR.  Lux and Dunlap starting corners tonight,neutral
6:56 PM,Jordon232,We need to hand our best player the ball at least once to start the game geeez.,5,We need to hand our best player the ball at least once to start the game geeez.,negative
6:57 PM,Time To Win,  InterestedObserver said:       Thought Yormark wasnt gonna let the refs screw us?  That was PI.    Click to expand...  Payday if UT is in the playoff. Expected to be screwed.,5,Payday if UT is in the playoff. Expected to be screwed.,negative
6:57 PM,wreckem88,"  Saltraider said:       I hate Kittley.  No matter what happens, I simply cannot understand the guy.    Click to expand...  Willing to bet hes not too found of you either.",5,Willing to bet hes not too found of you either.,negative
6:58 PM,GunsUp5,Ah look! UT first play over the middle! We never ever use the middle of the field,5,Ah look! UT first play over the middle! We never ever use the middle of the field,negative
6:58 PM,IndyBeancounter,"  TexasOL05 said:       this game is going to take 7 excruciating hours    Click to expand...   7 hours will get us to halftime, just.",5," 7 hours will get us to halftime, just.",positive
6:58 PM,BioRaider,Kittley look. Thats how you throw over the middle.,5,Kittley look. Thats how you throw over the middle.,positive
6:58 PM,raiderlex,I thought someone on here said Worthy wasn't playing tonight? Wrong.,5,I thought someone on here said Worthy wasn't playing tonight? Wrong.,negative
6:59 PM,GunsUp5,Soft soft soft coverage  Not going to work,5,Soft soft soft coverage  Not going to work,negative
6:59 PM,Chrome21,  TechRocks said:       Would like to see an occasional pass over the middle.    Click to expand...  Wrs aren't good route runners and too slow to do so. Easy pick on Morton if you go that route.   His arm is literally made for dump offs and screens. Sad truth. I know some will hate this post. It's honestly smarter of JM to run screens and dumps. Behren simply isn't good.   Maybe he progresses more this off-season,5,Wrs aren't good route runners and too slow to do so. Easy pick on Morton if you go that route.   His arm is literally made for dump offs and screens. Sad truth. I know some will hate this post. It's honestly smarter of JM to run screens and dumps. Behren simply isn't good.   Maybe he progresses more this off-season,negative
6:59 PM,bustossa,WTH cant tech hit short passes like that ??,5,WTH cant tech hit short passes like that ??,negative
6:59 PM,TTUcrew09,  Jordon232 said:       We need to hand our best player the ball at least once to start the game geeez.    Click to expand...  Agree.  Coaching scared.  Trying to be cute.,5,Agree.  Coaching scared.  Trying to be cute.,negative
6:59 PM,rabidraider02,Worthy gonna drag his nuts on our face isnt he,5,Worthy gonna drag his nuts on our face isnt he,negative
6:59 PM,Horton570,"Well, one team knows you can use the middle of the field.",5,"Well, one team knows you can use the middle of the field.",positive
6:59 PM,techsan111,Theyre just going to sit those receivers in those shallow pockets if DeRuyter is going to keep up this soft ass coverage all day.  Play some fvcking defense.,5,Theyre just going to sit those receivers in those shallow pockets if DeRuyter is going to keep up this soft ass coverage all day.  Play some fvcking defense.,negative
6:59 PM,TechRocks,Worthy wide open.,6,Worthy wide open.,positive
6:59 PM,kreed07,Our D needs to step up but I think this game is way over,6,Our D needs to step up but I think this game is way over,negative
6:59 PM,LakeRanger,Of course UT is using the middle of the field.,6,Of course UT is using the middle of the field.,negative
6:59 PM,CactusOnTheBrazos,This looks a lot like 2021,6,This looks a lot like 2021,positive
7:00 PM,redraider2007,Gonna be a lonnng night,6,Gonna be a lonnng night,negative
7:00 PM,rljones7,"Linebackers are the weak point for the D, dropping into coverage is their kyrptonite.",6,"Linebackers are the weak point for the D, dropping into coverage is their kyrptonite.",negative
7:00 PM,PTBSLC,Bad first series by all 3 units.,6,Bad first series by all 3 units.,negative
7:00 PM,Jordon232,I get you dont wanna get beat deep but can we stop giving them a free 8 yards with this weak zone we are running,6,I get you dont wanna get beat deep but can we stop giving them a free 8 yards with this weak zone we are running,negative
7:00 PM,GunsUp5,Fixing to be a massacre,6,Fixing to be a massacre,negative
